"SERIAL #,""PEAK_ID"",""EMPLOYEE_ID"",""PEAKEVAL_ID"",""POS"",""POSUNC"",""E"",""EUNC"",""AREA"",""AREAUNC"",""FWHM"",""FWHMUNC"",""CREATIONDATE"",""PEAKEVALPEAK_ID"",""HEIGHT"",""HEIGHTUNC"",""BACKGROUND"",""EFF"",""EFFUNC"",""EFF.CORR.AREA"",""EFF.CORR.AREA UNC"""
1,-1,1,81,253.393635,0.356813,63.413880,0.532933,241.2,75.2,2.56,0.86,28/09/2021 17:52:35,-1,88.538,25.825,763,0,0,0.0,0.0
2,-1,1,81,291.341400,0.087970,72.898811,0.523264,1758.1,94.8,3.41,0.11,28/09/2021 17:52:35,-1,484.067,24.378,863,0,0,0.0,0.0
3,-1,1,81,299.997771,0.055265,75.062444,0.522390,3034.7,107.5,3.41,0.11,28/09/2021 17:52:35,-1,835.562,28.712,878,0,0,0.0,0.0
4,-1,1,81,308.242365,0.251488,77.123156,0.525415,581.5,80.1,3.41,0.11,28/09/2021 17:52:35,-1,160.104,21.426,898,0,0,0.0,0.0
5,-1,1,81,339.040983,0.130788,84.821178,0.520560,1429.9,108.7,3.81,0.28,28/09/2021 17:52:35,-1,352.235,24.626,966,0,0,0.0,0.0
6,-1,1,81,348.583195,0.300799,87.206225,0.524299,593.8,89.7,3.81,0.28,28/09/2021 17:52:35,-1,146.268,20.787,980,0,0,0.0,0.0
7,-1,1,81,360.111843,0.702850,90.087777,0.547068,249.0,84.5,3.81,0.28,28/09/2021 17:52:35,-1,61.340,20.259,998,0,0,0.0,0.0
8,-1,1,81,369.845656,0.331785,92.520714,0.524034,545.8,90.6,3.81,0.28,28/09/2021 17:52:35,-1,134.462,21.294,1012,0,0,0.0,0.0
9,-1,1,81,742.946331,0.394976,185.776108,0.502468,513.4,108.5,4.41,0.97,28/09/2021 17:52:35,-1,109.458,20.537,811,0,0,0.0,0.0
10,-1,1,81,953.887909,0.087124,238.500323,0.479789,1910.7,90.8,4.07,0.20,28/09/2021 17:52:35,-1,441.259,20.916,534,0,0,0.0,0.0
11,-1,1,81,966.371694,0.295570,241.620607,0.484187,492.2,68.4,4.07,0.20,28/09/2021 17:52:35,-1,113.680,15.245,517,0,0,0.0,0.0
12,-1,1,81,1080.055295,0.609944,270.035482,0.495559,106.3,54.2,2.62,1.45,28/09/2021 17:52:35,-1,38.183,18.285,406,0,0,0.0,0.0
13,-1,1,81,1180.083411,0.129231,295.037210,0.466617,1028.8,70.3,4.22,0.31,28/09/2021 17:52:35,-1,228.837,15.636,318,0,0,0.0,0.0
14,-1,1,81,1199.519950,0.763100,299.895314,0.501987,149.4,51.0,4.22,0.31,28/09/2021 17:52:35,-1,33.236,11.151,305,0,0,0.0,0.0
15,-1,1,81,1279.857905,0.005604,319.975546,0.459607,169162.2,448.7,4.08,0.01,28/09/2021 17:52:35,-1,38692.079,127.738,266,0,0,0.0,0.0
16,-1,1,81,1352.920913,0.276876,338.237425,0.460598,512.2,63.1,5.19,0.67,28/09/2021 17:52:35,-1,92.647,10.763,214,0,0,0.0,0.0
17,-1,1,81,1407.004904,0.072515,351.755556,0.452641,1640.4,63.7,4.07,0.17,28/09/2021 17:52:35,-1,378.370,15.973,202,0,0,0.0,0.0
19,-1,1,81,1851.118356,0.367068,462.760381,0.438145,158.1,37.5,3.41,0.88,28/09/2021 17:52:35,-1,43.597,10.101,134,0,0,0.0,0.0
20,-1,1,81,2042.820233,0.130978,510.675690,0.420333,3027.4,91.4,10.35,0.31,28/09/2021 17:52:35,-1,274.742,8.254,121,0,0,0.0,0.0
21,-1,1,81,2331.802557,0.087038,582.905955,0.406673,1378.8,53.7,4.89,0.19,28/09/2021 17:52:35,-1,264.906,11.434,102,0,0,0.0,0.0
22,-1,1,81,2409.641875,1.048389,602.361659,0.480579,89.3,32.1,5.35,0.15,28/09/2021 17:52:35,-1,15.683,5.594,94,0,0,0.0,0.0
23,-1,1,81,2436.394559,0.068964,609.048412,0.402135,2168.6,60.5,5.35,0.15,28/09/2021 17:52:35,-1,380.691,12.254,94,0,0,0.0,0.0
24,-1,1,81,2907.765970,0.337768,726.866282,0.394075,402.1,46.3,6.72,0.81,28/09/2021 17:52:35,-1,56.215,6.119,77,0,0,0.0,0.0
25,-1,1,81,3073.407559,0.629981,768.267901,0.411433,210.9,44.2,6.94,1.52,28/09/2021 17:52:35,-1,28.530,5.478,73,0,0,0.0,0.0
26,-1,1,81,3142.564484,0.539539,785.553467,0.401596,119.7,28.6,4.37,0.65,28/09/2021 17:52:35,-1,25.743,6.022,71,0,0,0.0,0.0
27,-1,1,81,3179.395047,0.311458,794.759155,0.385292,216.1,32.3,4.37,0.65,28/09/2021 17:52:35,-1,46.458,6.849,69,0,0,0.0,0.0
29,-1,1,81,3441.223120,0.456027,860.202297,0.388711,224.2,38.5,5.94,1.08,28/09/2021 17:52:35,-1,35.469,5.921,63,0,0,0.0,0.0
30,-1,1,81,3644.206568,0.107336,910.937401,0.369283,1372.8,51.0,6.35,0.24,28/09/2021 17:52:35,-1,203.188,8.478,60,0,0,0.0,0.0
31,-1,1,81,3736.475604,0.548977,933.999769,0.391935,174.5,35.9,5.97,1.30,28/09/2021 17:52:35,-1,27.488,5.475,56,0,0,0.0,0.0
32,-1,1,81,3858.349601,0.405116,964.461809,0.379652,231.8,31.3,5.73,0.31,28/09/2021 17:52:35,-1,37.966,4.979,57,0,0,0.0,0.0
33,-1,1,81,3875.388206,0.140969,968.720558,0.367450,795.0,42.6,5.73,0.31,28/09/2021 17:52:35,-1,130.226,7.515,57,0,0,0.0,0.0
35,-1,1,81,4480.711739,0.154522,1120.019359,0.367458,783.0,38.3,6.25,0.10,28/09/2021 17:52:35,-1,117.744,5.716,48,0,0,0.0,0.0
36,-1,1,81,4620.710125,0.651678,1155.011535,0.401209,90.2,25.9,4.68,1.28,28/09/2021 17:52:35,-1,18.128,5.060,45,0,0,0.0,0.0
37,-1,1,81,4658.140212,0.928864,1164.367073,0.434328,61.7,23.7,4.68,1.28,28/09/2021 17:52:35,-1,12.405,4.608,45,0,0,0.0,0.0
38,-1,1,81,4951.957977,0.376687,1237.805942,0.383242,344.3,39.4,7.34,0.88,28/09/2021 17:52:35,-1,44.038,5.044,46,0,0,0.0,0.0
39,-1,1,81,5510.017697,0.340272,1377.291295,0.394749,237.2,27.5,6.41,0.79,28/09/2021 17:52:35,-1,34.750,4.284,22,0,0,0.0,0.0
40,-1,1,81,5607.415390,1.169226,1401.635556,0.486245,76.6,22.8,8.10,1.26,28/09/2021 17:52:35,-1,8.881,2.521,19,0,0,0.0,0.0
