"SERIAL #","PEAK_ID","EMPLOYEE_ID","PEAKEVAL_ID","POS","POSUNC","E","EUNC","AREA","AREAUNC","FWHM","FWHMUNC","CREATIONDATE","PEAKEVALPEAK_ID","HEIGHT","HEIGHTUNC","BACKGROUND","EFF","EFFUNC","EFF.CORR.AREA","EFF.CORR.AREA UNC"
1,-1,1,109,128.244800,0.139825,32.133305,0.535271,716.1,62.5,3.45,0.29,07/10/2021 09:55:26,-1,194.835,16.435,342,0,0,0.0,0.0
2,-1,1,109,145.474633,0.270294,36.439850,0.537187,368.6,52.6,3.45,0.29,07/10/2021 09:55:26,-1,100.304,13.957,322,0,0,0.0,0.0
3,-1,1,109,150.009298,0.704657,37.573276,0.560971,138.3,46.8,3.45,0.29,07/10/2021 09:55:26,-1,37.640,12.971,317,0,0,0.0,0.0
4,-1,1,109,291.542735,0.092794,72.949133,0.523303,1211.3,67.4,3.47,0.12,07/10/2021 09:55:26,-1,327.801,17.553,396,0,0,0.0,0.0
5,-1,1,109,300.061175,0.060674,75.078292,0.522423,2037.7,78.1,3.47,0.12,07/10/2021 09:55:26,-1,551.456,21.121,399,0,0,0.0,0.0
6,-1,1,109,339.216294,0.135003,84.864997,0.520615,957.5,77.9,3.81,0.32,07/10/2021 09:55:26,-1,236.375,17.774,420,0,0,0.0,0.0
7,-1,1,109,349.281001,0.473595,87.380640,0.532165,246.9,60.4,3.81,0.32,07/10/2021 09:55:26,-1,60.948,14.258,428,0,0,0.0,0.0
8,-1,1,109,670.344096,0.509084,167.629397,0.513405,113.0,54.8,2.32,1.24,07/10/2021 09:55:26,-1,45.821,21.295,470,0,0,0.0,0.0
9,-1,1,109,953.936127,0.199006,238.512375,0.481866,339.1,54.7,2.68,0.46,07/10/2021 09:55:26,-1,118.723,18.543,364,0,0,0.0,0.0
10,-1,1,109,1032.928242,0.495363,258.256217,0.490297,200.2,59.7,3.72,1.19,07/10/2021 09:55:26,-1,50.540,14.030,320,0,0,0.0,0.0
11,-1,1,109,1607.496651,0.911522,401.867867,0.496520,67.1,45.3,2.95,2.17,07/10/2021 09:55:26,-1,21.322,13.794,257,0,0,0.0,0.0
12,-1,1,109,2043.115211,0.653716,510.749419,0.449771,570.7,89.0,11.15,1.67,07/10/2021 09:55:26,-1,48.064,6.054,149,0,0,0.0,0.0
13,-1,1,109,2332.003794,0.271630,582.956254,0.411718,251.2,32.4,4.63,0.63,07/10/2021 09:55:26,-1,50.980,6.625,51,0,0,0.0,0.0
14,-1,1,109,2436.306039,0.209496,609.026287,0.405167,356.1,33.3,4.90,0.48,07/10/2021 09:55:26,-1,68.251,6.542,44,0,0,0.0,0.0
15,-1,1,109,2646.139026,0.015229,661.473413,0.393739,165595.6,414.5,5.17,0.02,07/10/2021 09:55:26,-1,28797.590,315.045,37,0,0,0.0,0.0
16,-1,1,109,2908.308331,0.478307,727.001844,0.403047,81.2,18.4,4.62,1.12,07/10/2021 09:55:26,-1,16.509,3.868,15,0,0,0.0,0.0
17,-1,1,109,3073.189444,0.614729,768.213384,0.409994,48.1,15.6,4.07,1.42,07/10/2021 09:55:26,-1,11.085,3.686,13,0,0,0.0,0.0
19,-1,1,109,3180.475953,0.549009,795.029325,0.401496,45.6,14.1,3.79,1.25,07/10/2021 09:55:26,-1,11.306,3.854,12,0,0,0.0,0.0
20,-1,1,109,3440.745171,0.485976,860.082835,0.390980,70.8,16.1,4.53,1.09,07/10/2021 09:55:26,-1,14.694,3.502,11,0,0,0.0,0.0
21,-1,1,109,3644.180363,0.268409,910.930851,0.374368,275.9,24.5,6.54,0.58,07/10/2021 09:55:26,-1,39.643,3.866,11,0,0,0.0,0.0
24,-1,1,109,3875.545367,0.388130,968.759840,0.378403,159.2,20.9,6.42,0.88,07/10/2021 09:55:26,-1,23.311,3.341,10,0,0,0.0,0.0
25,-1,1,109,4480.250491,0.460200,1119.904071,0.383096,134.1,19.8,6.87,1.06,07/10/2021 09:55:26,-1,18.341,2.926,9,0,0,0.0,0.0
26,-1,1,109,4952.862919,1.047940,1238.032130,0.454565,63.4,19.0,7.82,2.39,07/10/2021 09:55:26,-1,7.613,2.213,9,0,0,0.0,0.0
27,-1,1,109,5510.890313,0.616117,1377.509403,0.415125,49.1,11.9,5.43,1.35,07/10/2021 09:55:26,-1,8.488,2.232,3,0,0,0.0,0.0
28,-1,1,109,5843.157408,0.066229,1460.558566,0.397386,2841.5,54.7,7.76,0.13,07/10/2021 09:55:26,-1,343.801,8.307,3,0,0,0.0,0.0
29,-1,1,109,6037.229250,1.020149,1509.066241,0.478404,49.0,12.0,9.21,2.35,07/10/2021 09:55:26,-1,5.000,1.289,1,0,0,0.0,0.0
30,-1,1,109,6370.001521,0.640913,1592.241672,0.449200,46.8,10.7,5.99,1.37,07/10/2021 09:55:26,-1,7.335,1.881,2,0,0,0.0,0.0
31,-1,1,109,6483.365588,0.744221,1620.576680,0.464073,27.2,8.6,5.12,1.68,07/10/2021 09:55:26,-1,5.000,1.904,2,0,0,0.0,0.0
32,-1,1,109,6918.259556,0.902360,1729.277123,0.501634,63.9,12.9,9.79,2.15,07/10/2021 09:55:26,-1,6.127,1.333,1,0,0,0.0,0.0
33,-1,1,109,7058.350805,0.326998,1764.292510,0.463285,199.1,17.2,8.22,0.64,07/10/2021 09:55:26,-1,22.759,2.331,1,0,0,0.0,0.0
34,-1,1,109,7388.736137,0.667270,1846.871333,0.504127,28.9,7.7,5.43,1.63,07/10/2021 09:55:26,-1,5.000,1.480,1,0,0,0.0,0.0
