"SERIAL #,""PEAK_ID"",""EMPLOYEE_ID"",""PEAKEVAL_ID"",""POS"",""POSUNC"",""E"",""EUNC"",""AREA"",""AREAUNC"",""FWHM"",""FWHMUNC"",""CREATIONDATE"",""PEAKEVALPEAK_ID"",""HEIGHT"",""HEIGHTUNC"",""BACKGROUND"",""EFF"",""EFFUNC"",""EFF.CORR.AREA"",""EFF.CORR.AREA UNC"""
30,-1,1,78,4480.813022,0.193781,1120.044674,0.368620,542.4,32.4,6.21,0.10,24/09/2021 11:01:29,-1,82.103,4.853,34,0,0,0.0,0.0
31,-1,1,78,4617.939567,0.626807,1154.319043,0.398699,81.5,23.5,4.63,1.34,24/09/2021 11:01:29,-1,16.537,4.629,32,0,0,0.0,0.0
32,-1,1,78,4628.915682,1.353323,1157.062489,0.498919,36.1,19.6,4.63,1.34,24/09/2021 11:01:29,-1,7.324,3.832,33,0,0,0.0,0.0
33,-1,1,78,4952.696787,0.577132,1237.990605,0.398533,226.6,35.1,8.47,1.40,24/09/2021 11:01:29,-1,25.122,3.827,32,0,0,0.0,0.0
36,-1,1,78,5510.580788,0.503249,1377.432038,0.405498,149.8,23.5,7.12,1.19,24/09/2021 11:01:29,-1,19.765,3.230,14,0,0,0.0,0.0
37,-1,1,78,5605.832966,0.637941,1401.240034,0.420013,71.4,17.1,5.32,0.95,24/09/2021 11:01:29,-1,12.611,2.969,14,0,0,0.0,0.0
38,-1,1,78,5631.864421,0.518025,1407.746518,0.410403,89.3,18.1,5.32,0.95,24/09/2021 11:01:29,-1,15.762,3.262,14,0,0,0.0,0.0
39,-1,1,78,5843.853699,0.105321,1460.732602,0.397939,10591.8,107.7,7.01,0.12,24/09/2021 11:01:29,-1,1058.481,53.276,10,0,0,0.0,0.0
41,-1,1,78,6038.810595,0.626895,1509.461493,0.434119,64.8,15.5,5.65,1.41,24/09/2021 11:01:29,-1,10.769,2.704,7,0,0,0.0,0.0
42,-1,1,78,6352.663434,0.480633,1587.908069,0.435730,161.2,20.3,8.21,0.82,24/09/2021 11:01:29,-1,18.451,2.385,7,0,0,0.0,0.0
43,-1,1,78,6371.109975,0.564289,1592.518727,0.442782,134.8,19.3,8.21,0.82,24/09/2021 11:01:29,-1,15.435,2.181,7,0,0,0.0,0.0
44,-1,1,78,6482.999969,0.804988,1620.485295,0.470350,91.1,17.3,9.22,1.37,24/09/2021 11:01:29,-1,9.276,1.813,5,0,0,0.0,0.0
45,-1,1,78,6522.416001,0.815333,1630.337214,0.473230,100.6,18.4,9.22,1.37,24/09/2021 11:01:29,-1,10.250,1.811,6,0,0,0.0,0.0
46,-1,1,78,6646.148364,0.983539,1661.263747,0.498273,68.4,16.5,9.22,2.35,24/09/2021 11:01:29,-1,6.965,1.755,4,0,0,0.0,0.0
47,-1,1,78,6919.128753,0.470171,1729.494376,0.463273,123.6,17.4,7.30,1.08,24/09/2021 11:01:29,-1,15.907,2.526,5,0,0,0.0,0.0
48,-1,1,78,7058.716357,0.154536,1764.383879,0.457672,700.5,30.7,7.70,0.31,24/09/2021 11:01:29,-1,85.461,4.501,4,0,0,0.0,0.0
49,-1,1,78,7390.794227,0.516550,1847.385746,0.493070,87.6,15.0,6.49,1.12,24/09/2021 11:01:29,-1,12.682,2.381,4,0,0,0.0,0.0
