"SERIAL #","PEAK_ID","EMPLOYEE_ID","PEAKEVAL_ID","POS","POSUNC","E","EUNC","AREA","AREAUNC","FWHM","FWHMUNC","CREATIONDATE","PEAKEVALPEAK_ID","HEIGHT","HEIGHTUNC","BACKGROUND","EFF","EFFUNC","EFF.CORR.AREA","EFF.CORR.AREA UNC"
1,-1,1,112,128.399724,0.106391,32.172028,0.534779,787.3,52.6,3.45,0.21,07/10/2021 09:59:26,-1,214.215,14.171,204,0,0,0.0,0.0
2,-1,1,112,145.711519,0.152188,36.499059,0.534261,505.1,45.6,3.45,0.21,07/10/2021 09:59:26,-1,137.448,11.956,191,0,0,0.0,0.0
3,-1,1,112,291.522491,0.325629,72.944074,0.529087,236.7,42.1,3.73,0.43,07/10/2021 09:59:26,-1,59.685,9.852,176,0,0,0.0,0.0
4,-1,1,112,299.793238,0.217297,75.011322,0.525038,366.2,46.8,3.73,0.43,07/10/2021 09:59:26,-1,92.339,11.051,176,0,0,0.0,0.0
5,-1,1,112,548.609514,0.388439,137.202204,0.514646,90.5,34.6,2.22,0.92,07/10/2021 09:59:26,-1,38.303,14.176,187,0,0,0.0,0.0
6,-1,1,112,672.828905,0.549586,168.250468,0.515851,67.1,34.7,2.32,1.26,07/10/2021 09:59:26,-1,27.197,13.887,193,0,0,0.0,0.0
7,-1,1,112,2646.109892,0.011001,661.466131,0.393731,165901.2,409.0,5.09,0.01,07/10/2021 09:59:26,-1,29568.708,192.387,20,0,0,0.0,0.0
8,-1,1,112,5510.549475,0.587952,1377.424211,0.412556,25.4,6.4,4.77,1.32,07/10/2021 09:59:26,-1,5.000,1.362,0,0,0,0.0,0.0
9,-1,1,112,5843.169438,0.199060,1460.561573,0.400147,334.0,20.6,7.21,0.38,07/10/2021 09:59:26,-1,43.504,3.310,0,0,0,0.0,0.0
10,-1,1,112,7058.300957,0.455789,1764.280051,0.470030,28.3,5.5,5.32,1.12,07/10/2021 09:59:26,-1,5.000,1.298,0,0,0,0.0,0.0
