"SERIAL #","PEAK_ID","EMPLOYEE_ID","PEAKEVAL_ID","POS","POSUNC","E","EUNC","AREA","AREAUNC","FWHM","FWHMUNC","CREATIONDATE","PEAKEVALPEAK_ID","HEIGHT","HEIGHTUNC","BACKGROUND","EFF","EFFUNC","EFF.CORR.AREA","EFF.CORR.AREA UNC"
1,-1,1,87,291.387654,0.072482,72.910372,0.523113,1338.3,59.9,3.32,0.09,04/10/2021 09:56:57,-1,379.166,16.590,281,0,0,0.0,0.0
2,-1,1,87,300.044456,0.046364,75.074113,0.522333,2381.8,72.5,3.32,0.09,04/10/2021 09:56:57,-1,674.781,21.415,292,0,0,0.0,0.0
3,-1,1,87,333.363911,0.622857,83.402211,0.542728,1055.1,384.2,3.81,0.98,04/10/2021 09:56:57,-1,46.737,41.108,382,0,0,0.0,0.0
4,-1,1,87,339.323430,0.588238,84.891775,0.539917,4287.3,475.4,3.81,0.98,04/10/2021 09:56:57,-1,189.918,113.376,403,0,0,0.0,0.0
5,-1,1,87,349.112150,0.686800,87.338436,0.546505,1518.7,192.3,3.81,0.98,04/10/2021 09:56:57,-1,67.275,36.652,438,0,0,0.0,0.0
6,-1,1,87,487.997284,0.003566,122.052359,0.509450,169856.2,417.5,3.31,0.01,04/10/2021 09:56:57,-1,48205.384,145.623,244,0,0,0.0,0.0
7,-1,1,87,545.542000,0.010777,136.435488,0.505616,20232.0,146.1,3.42,0.02,04/10/2021 09:56:57,-1,5559.000,49.679,64,0,0,0.0,0.0
8,-1,1,87,669.339582,0.383900,167.378322,0.506622,50.7,17.8,2.32,0.80,04/10/2021 09:56:57,-1,20.486,7.501,41,0,0,0.0,0.0
9,-1,1,87,690.708603,0.720369,172.719445,0.527726,27.0,15.4,2.32,0.80,04/10/2021 09:56:57,-1,10.894,6.004,39,0,0,0.0,0.0
10,-1,1,87,953.532838,0.365159,238.411574,0.487929,100.9,21.7,3.76,0.85,04/10/2021 09:56:57,-1,25.208,5.506,28,0,0,0.0,0.0
11,-1,1,87,1180.322612,0.482541,295.096997,0.480855,55.0,16.7,3.48,1.13,04/10/2021 09:56:57,-1,14.827,4.517,17,0,0,0.0,0.0
13,-1,1,87,1407.259972,0.320361,351.819310,0.459298,115.8,18.8,4.35,0.74,04/10/2021 09:56:57,-1,25.013,4.337,13,0,0,0.0,0.0
14,-1,1,87,2042.365178,0.541992,510.561951,0.440430,158.2,21.8,8.80,1.27,04/10/2021 09:56:57,-1,16.889,2.481,8,0,0,0.0,0.0
15,-1,1,87,2200.044094,0.570340,549.973323,0.435797,33.2,11.0,3.70,1.31,04/10/2021 09:56:57,-1,8.437,3.018,6,0,0,0.0,0.0
16,-1,1,87,2332.052986,0.243551,582.968549,0.410617,93.1,14.1,3.37,0.51,04/10/2021 09:56:57,-1,25.981,4.323,7,0,0,0.0,0.0
17,-1,1,87,2436.327330,0.258200,609.031609,0.406919,153.2,17.4,4.96,0.57,04/10/2021 09:56:57,-1,29.027,3.818,6,0,0,0.0,0.0
18,-1,1,87,2767.200699,0.265082,691.732415,0.395070,97.5,14.0,4.00,0.61,04/10/2021 09:56:57,-1,22.918,3.885,5,0,0,0.0,0.0
19,-1,1,87,3643.960782,0.354359,910.875967,0.378811,126.1,15.5,6.29,0.77,04/10/2021 09:56:57,-1,18.840,2.684,3,0,0,0.0,0.0
20,-1,1,87,3875.463295,0.327475,968.739326,0.374803,69.4,11.9,4.11,0.74,04/10/2021 09:56:57,-1,15.871,3.202,3,0,0,0.0,0.0
21,-1,1,87,4481.132763,0.567678,1120.124592,0.392006,76.4,13.6,7.04,1.34,04/10/2021 09:56:57,-1,10.197,2.073,2,0,0,0.0,0.0
22,-1,1,87,4693.006366,0.371351,1173.081764,0.379025,65.7,11.5,4.45,0.77,04/10/2021 09:56:57,-1,13.874,2.717,2,0,0,0.0,0.0
23,-1,1,87,5330.108334,0.620425,1332.323489,0.410613,58.0,11.7,6.61,1.34,04/10/2021 09:56:57,-1,8.241,1.813,1,0,0,0.0,0.0
24,-1,1,87,5510.891332,0.897860,1377.509657,0.446069,42.5,10.3,7.98,1.98,04/10/2021 09:56:57,-1,5.000,1.308,1,0,0,0.0,0.0
25,-1,1,87,5842.956374,0.115713,1460.508318,0.398085,994.6,33.3,7.66,0.22,04/10/2021 09:56:57,-1,121.933,5.037,1,0,0,0.0,0.0
26,-1,1,87,7057.761776,0.603472,1764.145284,0.480285,75.3,11.6,8.53,1.26,04/10/2021 09:56:57,-1,8.295,1.517,0,0,0,0.0,0.0
