"SERIAL #","PEAK_ID","EMPLOYEE_ID","PEAKEVAL_ID","POS","POSUNC","E","EUNC","AREA","AREAUNC","FWHM","FWHMUNC","CREATIONDATE","PEAKEVALPEAK_ID","HEIGHT","HEIGHTUNC","BACKGROUND","EFF","EFFUNC","EFF.CORR.AREA","EFF.CORR.AREA UNC"
1,-1,1,98,252.868031,0.440963,63.282507,0.536889,424.0,119.0,3.66,1.08,04/10/2021 13:52:38,-1,108.970,27.301,1239,0,0,0.0,0.0
2,-1,1,98,291.340222,0.073095,72.898516,0.523121,2920.8,123.9,3.59,0.09,04/10/2021 13:52:38,-1,764.821,30.252,1421,0,0,0.0,0.0
3,-1,1,98,300.007211,0.040997,75.064804,0.522307,5696.7,144.1,3.59,0.09,04/10/2021 13:52:38,-1,1491.697,36.933,1440,0,0,0.0,0.0
4,-1,1,98,308.736988,0.190169,77.246786,0.523769,1056.4,106.4,3.59,0.09,04/10/2021 13:52:38,-1,276.622,27.051,1467,0,0,0.0,0.0
5,-1,1,98,339.010229,0.103023,84.813491,0.520172,2343.9,144.9,3.81,0.24,04/10/2021 13:52:38,-1,578.525,32.540,1610,0,0,0.0,0.0
6,-1,1,98,349.248144,0.257268,87.372427,0.522804,893.3,119.0,3.81,0.24,04/10/2021 13:52:38,-1,220.486,27.646,1645,0,0,0.0,0.0
7,-1,1,98,370.297247,0.228797,92.633588,0.520551,1030.2,144.3,3.83,0.56,04/10/2021 13:52:38,-1,252.444,31.850,1677,0,0,0.0,0.0
8,-1,1,98,743.057772,0.180676,185.803962,0.494733,1091.6,123.3,3.63,0.44,04/10/2021 13:52:38,-1,282.245,29.920,1343,0,0,0.0,0.0
9,-1,1,98,953.731935,0.068847,238.461337,0.479613,3091.4,127.8,3.77,0.16,04/10/2021 13:52:38,-1,771.215,30.906,1164,0,0,0.0,0.0
10,-1,1,98,966.332528,0.274133,241.610818,0.483401,688.8,92.4,3.77,0.16,04/10/2021 13:52:38,-1,171.848,22.329,1111,0,0,0.0,0.0
11,-1,1,98,1167.608233,0.708979,291.919077,0.498783,253.7,76.7,4.35,0.30,04/10/2021 13:52:38,-1,54.750,16.213,704,0,0,0.0,0.0
12,-1,1,98,1180.069431,0.125985,295.033716,0.466562,1570.4,99.6,4.35,0.30,04/10/2021 13:52:38,-1,338.889,21.041,693,0,0,0.0,0.0
13,-1,1,98,1198.507013,0.828318,299.642134,0.508460,212.0,75.3,4.35,0.30,04/10/2021 13:52:38,-1,45.750,15.970,677,0,0,0.0,0.0
14,-1,1,98,1352.596126,0.251375,338.156246,0.459702,897.0,101.6,5.19,0.62,04/10/2021 13:52:38,-1,162.216,17.007,583,0,0,0.0,0.0
15,-1,1,98,1406.995669,0.060005,351.753248,0.452528,3253.3,99.7,4.27,0.14,04/10/2021 13:52:38,-1,715.574,23.032,540,0,0,0.0,0.0
16,-1,1,98,1431.713842,0.913861,357.931481,0.505437,164.8,64.5,4.27,0.14,04/10/2021 13:52:38,-1,36.255,14.119,520,0,0,0.0,0.0
17,-1,1,98,1697.837395,0.563497,424.448265,0.458507,140.1,53.0,3.01,1.00,04/10/2021 13:52:38,-1,43.665,15.740,398,0,0,0.0,0.0
18,-1,1,98,1715.744317,0.608182,428.924046,0.461171,129.9,52.1,3.01,1.00,04/10/2021 13:52:38,-1,40.475,15.429,398,0,0,0.0,0.0
19,-1,1,98,1753.952334,0.388310,438.474026,0.444137,204.8,57.2,3.04,0.94,04/10/2021 13:52:38,-1,63.226,17.284,386,0,0,0.0,0.0
20,-1,1,98,1850.676233,0.317601,462.649874,0.435745,310.4,61.6,3.53,0.76,04/10/2021 13:52:38,-1,82.563,15.804,363,0,0,0.0,0.0
21,-1,1,98,2042.999817,0.045624,510.720577,0.419203,19910.8,192.9,11.14,0.10,04/10/2021 13:52:38,-1,1679.428,17.462,346,0,0,0.0,0.0
22,-1,1,98,2331.747590,0.085137,582.892216,0.406650,2362.7,84.4,5.26,0.20,04/10/2021 13:52:38,-1,421.980,15.909,306,0,0,0.0,0.0
23,-1,1,98,2436.352344,0.060670,609.037861,0.402053,3752.6,92.8,5.39,0.14,04/10/2021 13:52:38,-1,654.482,17.669,298,0,0,0.0,0.0
24,-1,1,98,2907.911747,0.281859,726.902719,0.391315,531.3,67.4,4.95,0.67,04/10/2021 13:52:38,-1,100.799,12.327,286,0,0,0.0,0.0
25,-1,1,98,3071.478870,0.744720,767.785831,0.423286,249.1,72.3,5.89,1.82,04/10/2021 13:52:38,-1,39.722,10.574,288,0,0,0.0,0.0
26,-1,1,98,3177.682432,0.330209,794.331092,0.386308,515.2,70.9,5.42,0.78,04/10/2021 13:52:38,-1,89.254,11.529,288,0,0,0.0,0.0
27,-1,1,98,3192.226784,1.236804,797.966410,0.487560,128.6,56.1,5.42,0.78,04/10/2021 13:52:38,-1,22.279,9.347,288,0,0,0.0,0.0
28,-1,1,98,3441.780123,0.405586,860.341518,0.385193,531.2,80.4,6.10,0.98,04/10/2021 13:52:38,-1,81.789,11.520,329,0,0,0.0,0.0
29,-1,1,98,3644.096130,0.092594,910.909797,0.369035,2186.3,81.9,5.38,0.21,04/10/2021 13:52:38,-1,381.647,15.002,290,0,0,0.0,0.0
30,-1,1,98,3735.871568,0.763296,933.848792,0.413750,314.3,74.7,7.51,1.85,04/10/2021 13:52:38,-1,39.297,8.341,223,0,0,0.0,0.0
31,-1,1,98,3857.679661,0.330923,964.294360,0.375138,593.4,56.9,6.77,0.28,04/10/2021 13:52:38,-1,82.402,7.569,183,0,0,0.0,0.0
32,-1,1,98,3875.399275,0.125455,968.723324,0.367099,1772.1,73.1,6.77,0.28,04/10/2021 13:52:38,-1,246.088,10.393,174,0,0,0.0,0.0
34,-1,1,98,4462.019266,0.019371,1115.347231,0.365327,161829.2,408.0,6.25,0.02,04/10/2021 13:52:38,-1,22131.319,242.562,99,0,0,0.0,0.0
35,-1,1,98,4480.597854,0.112357,1119.990893,0.366500,1522.7,51.7,6.25,0.02,04/10/2021 13:52:38,-1,208.244,7.414,83,0,0,0.0,0.0
36,-1,1,98,4621.209061,0.793441,1155.136243,0.416859,200.1,47.9,7.64,1.93,04/10/2021 13:52:38,-1,24.617,5.408,85,0,0,0.0,0.0
37,-1,1,98,4952.093446,0.280091,1237.839802,0.378038,603.3,50.3,7.59,0.67,04/10/2021 13:52:38,-1,74.710,6.260,81,0,0,0.0,0.0
38,-1,1,98,5123.471641,0.938655,1280.675268,0.442376,174.1,44.3,8.58,2.30,04/10/2021 13:52:38,-1,19.063,4.476,59,0,0,0.0,0.0
