"SERIAL #","PEAK_ID","EMPLOYEE_ID","PEAKEVAL_ID","POS","POSUNC","E","EUNC","AREA","AREAUNC","FWHM","FWHMUNC","CREATIONDATE","PEAKEVALPEAK_ID","HEIGHT","HEIGHTUNC","BACKGROUND","EFF","EFFUNC","EFF.CORR.AREA","EFF.CORR.AREA UNC"
1,-1,1,71,275.864707,0.064543,69.030458,0.524116,1891.8,70.6,3.39,0.06,22/09/2021 16:35:03,-1,523.997,19.182,445,0,0,0.0,0.0
2,-1,1,71,283.495901,0.042197,70.937851,0.523448,3196.3,82.1,3.39,0.06,22/09/2021 16:35:03,-1,885.330,23.213,445,0,0,0.0,0.0
3,-1,1,71,291.448747,0.081581,72.925642,0.523192,1438.7,66.2,3.39,0.06,22/09/2021 16:35:03,-1,398.493,17.864,445,0,0,0.0,0.0
4,-1,1,71,300.017506,0.052194,75.067377,0.522369,2475.5,76.2,3.39,0.06,22/09/2021 16:35:03,-1,685.662,20.813,445,0,0,0.0,0.0
5,-1,1,71,320.667716,0.107742,80.228835,0.521485,1062.9,62.2,3.39,0.06,22/09/2021 16:35:03,-1,294.395,16.724,445,0,0,0.0,0.0
6,-1,1,71,330.715586,0.297301,82.740270,0.525383,344.0,54.4,3.39,0.06,22/09/2021 16:35:03,-1,95.269,14.855,445,0,0,0.0,0.0
7,-1,1,71,339.146460,0.100887,84.847542,0.520136,1130.1,63.0,3.39,0.06,22/09/2021 16:35:03,-1,313.005,16.954,445,0,0,0.0,0.0
8,-1,1,71,349.503558,0.270960,87.436267,0.523219,381.7,54.6,3.39,0.06,22/09/2021 16:35:03,-1,105.725,14.908,445,0,0,0.0,0.0
9,-1,1,71,457.080490,0.270309,114.324799,0.515968,215.9,58.5,2.17,0.63,22/09/2021 16:35:03,-1,93.591,24.049,555,0,0,0.0,0.0
10,-1,1,71,922.281773,0.519255,230.600464,0.498462,123.3,55.9,2.50,1.24,22/09/2021 16:35:03,-1,46.236,19.933,454,0,0,0.0,0.0
11,-1,1,71,953.254386,0.422749,238.341976,0.490843,389.8,82.8,4.69,1.06,22/09/2021 16:35:03,-1,78.047,15.071,446,0,0,0.0,0.0
12,-1,1,71,1180.087829,0.354772,295.038314,0.473868,135.1,38.7,2.68,0.82,22/09/2021 16:35:03,-1,47.331,13.095,192,0,0,0.0,0.0
13,-1,1,71,1406.967925,0.339447,351.746313,0.460170,262.8,45.5,4.38,0.80,22/09/2021 16:35:03,-1,56.369,9.402,144,0,0,0.0,0.0
14,-1,1,71,1646.688319,0.021546,411.663707,0.439089,164986.1,412.1,4.36,0.02,22/09/2021 16:35:03,-1,34028.796,881.212,64,0,0,0.0,0.0
15,-1,1,71,2043.075930,0.322656,510.739601,0.426734,490.1,39.6,9.60,0.78,22/09/2021 16:35:03,-1,47.979,3.858,22,0,0,0.0,0.0
