"SERIAL #,""PEAK_ID"",""EMPLOYEE_ID"",""PEAKEVAL_ID"",""POS"",""POSUNC"",""E"",""EUNC"",""AREA"",""AREAUNC"",""FWHM"",""FWHMUNC"",""CREATIONDATE"",""PEAKEVALPEAK_ID"",""HEIGHT"",""HEIGHTUNC"",""BACKGROUND"",""EFF"",""EFFUNC"",""EFF.CORR.AREA"",""EFF.CORR.AREA UNC"""
36,-1,1,75,3463.378675,0.956210,865.740011,0.441499,105.3,35.0,5.31,0.59,23/09/2021 16:30:08,-1,18.633,6.023,114,0,0,0.0,0.0
37,-1,1,75,3644.004293,0.072988,910.886843,0.368762,2611.3,67.5,6.10,0.16,23/09/2021 16:30:08,-1,402.401,11.842,107,0,0,0.0,0.0
38,-1,1,75,3735.886814,0.321908,933.852603,0.375851,300.1,41.8,5.10,0.77,23/09/2021 16:30:08,-1,55.317,7.666,101,0,0,0.0,0.0
39,-1,1,75,3858.484411,0.247492,964.495505,0.371091,556.1,43.4,6.31,0.22,23/09/2021 16:30:08,-1,82.807,6.271,96,0,0,0.0,0.0
40,-1,1,75,3875.241443,0.105013,968.683874,0.366699,1610.5,58.7,6.31,0.22,23/09/2021 16:30:08,-1,239.811,9.343,95,0,0,0.0,0.0
41,-1,1,75,4004.041881,0.600347,1000.877158,0.394562,107.6,34.0,4.16,1.46,23/09/2021 16:30:08,-1,24.285,7.593,91,0,0,0.0,0.0
42,-1,1,75,4441.781587,1.045193,1110.288884,0.448993,120.2,35.4,6.61,0.12,23/09/2021 16:30:08,-1,17.092,4.995,87,0,0,0.0,0.0
44,-1,1,75,4480.795905,0.113476,1120.040396,0.366523,1551.8,55.5,6.61,0.12,23/09/2021 16:30:08,-1,220.634,7.662,84,0,0,0.0,0.0
45,-1,1,75,4526.306934,3.212191,1131.415741,0.882270,37.9,33.2,6.61,0.12,23/09/2021 16:30:08,-1,5.388,4.717,84,0,0,0.0,0.0
47,-1,1,75,4620.045811,0.621238,1154.845492,0.398174,112.1,34.4,4.42,1.49,23/09/2021 16:30:08,-1,23.832,7.031,86,0,0,0.0,0.0
48,-1,1,75,4951.978576,0.307537,1237.811091,0.379366,588.7,52.0,7.93,0.74,23/09/2021 16:30:08,-1,69.767,6.095,85,0,0,0.0,0.0
49,-1,1,75,5124.611793,0.503225,1280.960245,0.395591,132.4,31.5,4.62,1.21,23/09/2021 16:30:08,-1,26.936,6.360,61,0,0,0.0,0.0
51,-1,1,75,5510.408958,0.280886,1377.389089,0.391831,459.0,38.0,7.29,0.63,23/09/2021 16:30:08,-1,59.179,5.138,39,0,0,0.0,0.0
52,-1,1,75,5605.841265,0.595594,1401.242108,0.416111,147.0,27.5,6.30,0.75,23/09/2021 16:30:08,-1,21.913,3.978,38,0,0,0.0,0.0
53,-1,1,75,5631.347831,0.367187,1407.617398,0.400094,257.2,31.8,6.30,0.75,23/09/2021 16:30:08,-1,38.326,4.761,38,0,0,0.0,0.0
54,-1,1,75,5843.901246,0.101041,1460.744486,0.397872,27392.9,190.0,6.95,0.09,23/09/2021 16:30:08,-1,2547.210,163.355,34,0,0,0.0,0.0
55,-1,1,75,5984.272110,0.536680,1495.829763,0.424363,117.1,23.3,5.89,1.27,23/09/2021 16:30:08,-1,18.681,3.813,20,0,0,0.0,0.0
56,-1,1,75,6037.574827,0.520098,1509.152617,0.425164,237.0,30.8,9.03,1.20,23/09/2021 16:30:08,-1,24.654,3.231,19,0,0,0.0,0.0
58,-1,1,75,6352.633506,0.262689,1587.900589,0.423956,417.1,31.0,7.43,0.44,23/09/2021 16:30:08,-1,52.767,4.016,20,0,0,0.0,0.0
59,-1,1,75,6370.907265,0.295877,1592.468060,0.426173,342.7,28.8,7.43,0.44,23/09/2021 16:30:08,-1,43.365,3.707,19,0,0,0.0,0.0
60,-1,1,75,6483.608326,0.421160,1620.637352,0.438011,207.0,24.8,7.39,0.67,23/09/2021 16:30:08,-1,26.329,3.198,17,0,0,0.0,0.0
62,-1,1,75,6523.004827,0.420266,1630.484389,0.439858,213.0,24.5,7.39,0.67,23/09/2021 16:30:08,-1,27.093,3.112,16,0,0,0.0,0.0
63,-1,1,75,6554.092813,0.889908,1638.254738,0.482963,85.1,19.7,7.39,0.67,23/09/2021 16:30:08,-1,10.831,2.445,15,0,0,0.0,0.0
64,-1,1,75,6645.181793,0.534317,1661.022155,0.453470,122.0,21.5,6.60,1.24,23/09/2021 16:30:08,-1,17.350,3.252,14,0,0,0.0,0.0
65,-1,1,75,6919.016351,0.297804,1729.466281,0.454253,344.7,28.1,7.93,0.64,23/09/2021 16:30:08,-1,40.823,3.608,13,0,0,0.0,0.0
66,-1,1,75,7058.436812,0.098580,1764.314007,0.456689,2045.4,50.1,8.86,0.20,23/09/2021 16:30:08,-1,216.926,6.397,12,0,0,0.0,0.0
68,-1,1,75,7390.066125,0.463577,1847.203759,0.489726,259.4,27.1,9.72,1.05,23/09/2021 16:30:08,-1,25.082,2.778,11,0,0,0.0,0.0
