"SERIAL #","PEAK_ID","EMPLOYEE_ID","PEAKEVAL_ID","POS","POSUNC","E","EUNC","AREA","AREAUNC","FWHM","FWHMUNC","CREATIONDATE","PEAKEVALPEAK_ID","HEIGHT","HEIGHTUNC","BACKGROUND","EFF","EFFUNC","EFF.CORR.AREA","EFF.CORR.AREA UNC"
1,-1,1,91,291.583479,0.063644,72.959317,0.523028,1861.0,87.2,3.37,0.08,04/10/2021 11:56:56,-1,519.206,21.275,397,0,0,0.0,0.0
2,-1,1,91,300.141345,0.040560,75.098330,0.522296,3651.4,99.2,3.37,0.08,04/10/2021 11:56:56,-1,1018.751,25.545,373,0,0,0.0,0.0
3,-1,1,91,308.396003,0.540373,77.161557,0.538833,168.3,61.7,3.37,0.08,04/10/2021 11:56:56,-1,46.969,16.932,375,0,0,0.0,0.0
4,-1,1,91,339.065732,0.392075,84.827364,0.528692,6232.6,943.0,3.81,0.71,04/10/2021 11:56:56,-1,286.574,128.357,536,0,0,0.0,0.0
5,-1,1,91,349.236651,0.419636,87.369555,0.529331,2337.7,261.6,3.81,0.71,04/10/2021 11:56:56,-1,107.486,40.660,572,0,0,0.0,0.0
6,-1,1,91,487.992229,0.003590,122.051095,0.509450,170801.8,420.2,3.31,0.01,04/10/2021 11:56:56,-1,48428.218,146.598,316,0,0,0.0,0.0
7,-1,1,91,545.536654,0.010833,136.434152,0.505616,20609.0,149.1,3.41,0.02,04/10/2021 11:56:56,-1,5678.000,51.026,102,0,0,0.0,0.0
8,-1,1,91,953.534217,0.187666,238.411918,0.481607,214.0,26.7,3.28,0.43,04/10/2021 11:56:56,-1,61.397,7.915,45,0,0,0.0,0.0
9,-1,1,91,1180.400283,0.268942,295.116411,0.470307,85.2,18.3,2.68,0.62,04/10/2021 11:56:56,-1,29.830,6.830,29,0,0,0.0,0.0
10,-1,1,91,1406.953235,0.202475,351.742642,0.455104,221.4,24.1,4.08,0.47,04/10/2021 11:56:56,-1,51.031,6.072,23,0,0,0.0,0.0
11,-1,1,91,2043.183294,0.545000,510.766436,0.440625,338.8,34.4,12.86,1.33,04/10/2021 11:56:56,-1,24.758,2.537,13,0,0,0.0,0.0
13,-1,1,91,2331.646230,0.287616,582.866882,0.412411,189.3,20.9,5.54,0.61,04/10/2021 11:56:56,-1,32.080,3.901,11,0,0,0.0,0.0
14,-1,1,91,2436.596679,0.266434,609.098932,0.407239,177.2,20.4,5.02,0.58,04/10/2021 11:56:56,-1,33.137,4.180,11,0,0,0.0,0.0
15,-1,1,91,2768.394145,0.295916,692.030713,0.396396,111.9,16.6,4.27,0.64,04/10/2021 11:56:56,-1,24.619,3.970,9,0,0,0.0,0.0
16,-1,1,91,3644.239511,0.301417,910.945635,0.375933,142.1,17.4,5.31,0.66,04/10/2021 11:56:56,-1,25.129,3.506,6,0,0,0.0,0.0
17,-1,1,91,3875.773284,0.438600,968.816807,0.381830,97.5,16.2,5.69,0.96,04/10/2021 11:56:56,-1,16.093,2.863,6,0,0,0.0,0.0
18,-1,1,91,4480.014802,0.530499,1119.845161,0.388732,128.3,18.5,8.10,1.19,04/10/2021 11:56:56,-1,14.879,2.281,5,0,0,0.0,0.0
20,-1,1,91,4952.720786,0.881957,1237.996604,0.431990,60.2,15.4,7.73,2.06,04/10/2021 11:56:56,-1,7.322,1.939,5,0,0,0.0,0.0
21,-1,1,91,5843.510966,0.138470,1460.646937,0.398560,1737.6,45.1,6.92,0.22,04/10/2021 11:56:56,-1,193.934,9.049,1,0,0,0.0,0.0
22,-1,1,91,6920.616781,0.724184,1729.866304,0.483373,29.3,8.2,5.50,1.60,04/10/2021 11:56:56,-1,5.000,1.588,1,0,0,0.0,0.0
23,-1,1,91,7058.381654,0.440223,1764.300221,0.469107,107.4,13.1,7.90,0.92,04/10/2021 11:56:56,-1,12.770,1.911,0,0,0,0.0,0.0
24,-1,1,91,7389.129115,0.663587,1846.969557,0.503846,28.9,7.4,5.43,1.49,04/10/2021 11:56:56,-1,5.000,1.410,0,0,0,0.0,0.0
