"SERIAL #","PEAK_ID","EMPLOYEE_ID","PEAKEVAL_ID","POS","POSUNC","E","EUNC","AREA","AREAUNC","FWHM","FWHMUNC","CREATIONDATE","PEAKEVALPEAK_ID","HEIGHT","HEIGHTUNC","BACKGROUND","EFF","EFFUNC","EFF.CORR.AREA","EFF.CORR.AREA UNC"
1,-1,1,119,224.000156,0.204636,56.067069,0.529926,1265.9,159.5,3.10,0.02,07/10/2021 11:08:50,-1,374.652,79.532,1894,0,0,0.0,0.0
2,-1,1,119,227.575844,0.163448,56.960801,0.528785,2202.0,192.0,3.10,0.02,07/10/2021 11:08:50,-1,651.712,119.006,1900,0,0,0.0,0.0
3,-1,1,119,230.896090,0.201425,57.790687,0.529374,1631.7,201.7,3.10,0.02,07/10/2021 11:08:50,-1,482.918,101.833,1900,0,0,0.0,0.0
4,-1,1,119,238.411690,0.051884,59.669188,0.526613,186362.5,553.0,3.10,0.02,07/10/2021 11:08:50,-1,55156.996,7985.407,1053,0,0,0.0,0.0
5,-1,1,119,291.651801,0.251673,72.976394,0.526552,341.2,48.0,3.63,0.28,07/10/2021 11:08:50,-1,88.287,11.655,238,0,0,0.0,0.0
6,-1,1,119,299.780075,0.138904,75.008032,0.523375,670.4,56.3,3.63,0.28,07/10/2021 11:08:50,-1,173.476,13.901,244,0,0,0.0,0.0
7,-1,1,119,308.117073,0.487684,77.091840,0.535702,171.7,45.2,3.63,0.28,07/10/2021 11:08:50,-1,44.427,11.231,251,0,0,0.0,0.0
8,-1,1,119,369.947466,0.364603,92.546161,0.525388,191.3,52.3,3.02,0.87,07/10/2021 11:08:50,-1,59.581,15.031,289,0,0,0.0,0.0
9,-1,1,119,411.528382,0.321317,102.939186,0.520830,134.6,43.3,2.19,0.78,07/10/2021 11:08:50,-1,57.794,17.875,295,0,0,0.0,0.0
10,-1,1,119,465.430346,0.378455,116.411820,0.519646,127.1,41.5,2.38,0.70,07/10/2021 11:08:50,-1,50.223,15.510,289,0,0,0.0,0.0
11,-1,1,119,476.230348,0.436977,119.111248,0.521797,110.3,40.2,2.38,0.70,07/10/2021 11:08:50,-1,43.578,14.932,289,0,0,0.0,0.0
12,-1,1,119,743.375456,0.271798,185.883367,0.497309,180.3,40.4,2.66,0.64,07/10/2021 11:08:50,-1,63.656,13.763,198,0,0,0.0,0.0
13,-1,1,119,953.748034,0.121186,238.465361,0.480260,573.8,44.5,3.37,0.27,07/10/2021 11:08:50,-1,159.861,12.848,148,0,0,0.0,0.0
14,-1,1,119,1180.656302,0.238088,295.180402,0.469252,305.0,39.1,4.17,0.57,07/10/2021 11:08:50,-1,68.758,8.706,98,0,0,0.0,0.0
15,-1,1,119,1353.031139,0.480773,338.264976,0.470952,160.7,37.3,4.77,1.17,07/10/2021 11:08:50,-1,31.691,6.778,79,0,0,0.0,0.0
16,-1,1,119,1407.039063,0.134042,351.764094,0.453516,551.3,38.7,4.21,0.31,07/10/2021 11:08:50,-1,122.940,9.226,73,0,0,0.0,0.0
17,-1,1,119,2042.965615,0.236347,510.712028,0.423193,1001.1,56.3,10.33,0.58,07/10/2021 11:08:50,-1,91.004,4.899,43,0,0,0.0,0.0
18,-1,1,119,2331.733931,0.178929,582.888802,0.408548,533.2,35.9,5.82,0.40,07/10/2021 11:08:50,-1,86.036,6.046,35,0,0,0.0,0.0
19,-1,1,119,2436.513645,0.121248,609.078178,0.402902,767.1,37.7,5.39,0.27,07/10/2021 11:08:50,-1,133.764,7.366,35,0,0,0.0,0.0
20,-1,1,119,2908.122668,0.531150,726.955438,0.407166,97.5,23.5,4.84,1.26,07/10/2021 11:08:50,-1,18.932,4.581,27,0,0,0.0,0.0
21,-1,1,119,3072.273119,0.422848,767.984351,0.394558,79.5,19.6,3.74,0.96,07/10/2021 11:08:50,-1,19.982,5.441,27,0,0,0.0,0.0
23,-1,1,119,3179.932905,0.639131,794.893591,0.409755,96.5,24.1,5.68,1.47,07/10/2021 11:08:50,-1,15.966,3.854,23,0,0,0.0,0.0
24,-1,1,119,3643.919612,0.188518,910.865677,0.371313,457.2,31.0,6.03,0.41,07/10/2021 11:08:50,-1,71.221,5.402,21,0,0,0.0,0.0
25,-1,1,119,3734.835548,0.653621,933.589842,0.401857,50.9,17.6,4.05,1.50,07/10/2021 11:08:50,-1,11.811,4.178,19,0,0,0.0,0.0
26,-1,1,119,3857.586146,0.521315,964.270986,0.388415,122.4,20.7,6.08,0.45,07/10/2021 11:08:50,-1,18.925,3.115,18,0,0,0.0,0.0
27,-1,1,119,3875.081312,0.216270,968.643850,0.369733,372.0,28.6,6.08,0.45,07/10/2021 11:08:50,-1,57.518,4.762,18,0,0,0.0,0.0
29,-1,1,119,4480.609764,0.316737,1119.993870,0.373900,296.5,28.3,7.34,0.72,07/10/2021 11:08:50,-1,37.932,3.858,16,0,0,0.0,0.0
30,-1,1,119,4951.971296,0.708408,1237.809271,0.411536,138.8,26.2,8.46,1.64,07/10/2021 11:08:50,-1,15.417,2.816,15,0,0,0.0,0.0
31,-1,1,119,5510.891887,0.566644,1377.509796,0.410699,112.3,19.0,7.40,1.32,07/10/2021 11:08:50,-1,14.248,2.585,8,0,0,0.0,0.0
32,-1,1,119,5606.433941,0.553473,1401.390246,0.412480,58.1,13.4,4.81,0.94,07/10/2021 11:08:50,-1,11.356,2.634,7,0,0,0.0,0.0
33,-1,1,119,5630.891085,0.597486,1407.503236,0.417064,49.3,12.6,4.81,0.94,07/10/2021 11:08:50,-1,9.630,2.568,7,0,0,0.0,0.0
34,-1,1,119,5843.589813,0.101987,1460.666645,0.397875,5494.0,79.7,6.98,0.14,07/10/2021 11:08:50,-1,605.566,23.653,5,0,0,0.0,0.0
35,-1,1,119,6038.301352,0.699520,1509.334210,0.440976,72.6,14.2,7.57,1.53,07/10/2021 11:08:50,-1,9.005,1.922,3,0,0,0.0,0.0
36,-1,1,119,6351.916362,0.817374,1587.721341,0.465981,81.8,15.5,9.10,1.21,07/10/2021 11:08:50,-1,8.447,1.618,4,0,0,0.0,0.0
37,-1,1,119,6370.906718,0.771698,1592.467923,0.461908,85.0,15.0,9.10,1.21,07/10/2021 11:08:50,-1,8.778,1.572,3,0,0,0.0,0.0
38,-1,1,119,6483.083302,0.749494,1620.506124,0.464590,55.4,12.3,7.13,1.73,07/10/2021 11:08:50,-1,7.297,1.846,2,0,0,0.0,0.0
41,-1,1,119,6919.419127,0.457115,1729.566954,0.462471,61.1,11.4,5.27,0.99,07/10/2021 11:08:50,-1,10.894,2.397,2,0,0,0.0,0.0
42,-1,1,119,7058.249340,0.258427,1764.267149,0.460565,384.6,23.6,9.31,0.54,07/10/2021 11:08:50,-1,38.800,2.887,2,0,0,0.0,0.0
43,-1,1,119,7389.693540,1.000236,1847.110633,0.537482,54.6,12.9,9.19,2.23,07/10/2021 11:08:50,-1,5.582,1.392,2,0,0,0.0,0.0
44,-1,1,119,7485.359621,0.723811,1871.022083,0.514598,29.1,8.6,5.46,1.85,07/10/2021 11:08:50,-1,5.000,1.785,2,0,0,0.0,0.0
