"SERIAL #","PEAK_ID","EMPLOYEE_ID","PEAKEVAL_ID","POS","POSUNC","E","EUNC","AREA","AREAUNC","FWHM","FWHMUNC","CREATIONDATE","PEAKEVALPEAK_ID","HEIGHT","HEIGHTUNC","BACKGROUND","EFF","EFFUNC","EFF.CORR.AREA","EFF.CORR.AREA UNC"
1,-1,1,17,230.850579,0.271130,57.779311,0.531317,4429.3,829.3,3.62,0.55,19/07/2021 08:58:41,-1,1150.397,151.229,30601,0,0,0.0,0.0
2,-1,1,17,253.497566,0.480864,63.439858,0.538982,1713.5,483.3,3.25,0.01,19/07/2021 08:58:41,-1,465.194,130.705,32131,0,0,0.0,0.0
3,-1,1,17,275.784158,0.011106,69.010325,0.523880,107544.5,814.2,3.25,0.01,19/07/2021 08:58:41,-1,29196.310,192.184,33692,0,0,0.0,0.0
4,-1,1,17,283.490335,0.009141,70.936460,0.523347,189351.0,1229.5,3.25,0.01,19/07/2021 08:58:41,-1,51405.214,267.074,32922,0,0,0.0,0.0
5,-1,1,17,291.418071,0.009248,72.917974,0.522802,152053.6,860.7,3.25,0.01,19/07/2021 08:58:41,-1,41279.690,204.579,31922,0,0,0.0,0.0
6,-1,1,17,300.091439,0.008171,75.085856,0.522205,282889.3,2191.7,3.25,0.01,19/07/2021 08:58:41,-1,76799.113,485.034,30493,0,0,0.0,0.0
7,-1,1,17,308.056355,0.462851,77.076663,0.534328,1780.5,550.7,3.25,0.01,19/07/2021 08:58:41,-1,483.361,149.023,29693,0,0,0.0,0.0
8,-1,1,17,321.102294,0.100194,80.337457,0.521361,82210.6,1079.2,3.81,0.07,19/07/2021 08:58:41,-1,11454.208,1920.196,29314,0,0,0.0,0.0
9,-1,1,17,330.697254,0.129052,82.735688,0.521102,30176.1,629.3,3.81,0.07,19/07/2021 08:58:41,-1,4204.368,674.357,29347,0,0,0.0,0.0
10,-1,1,17,339.699553,0.098977,84.985786,0.520076,145887.1,1219.3,3.81,0.07,19/07/2021 08:58:41,-1,20326.116,3358.051,29532,0,0,0.0,0.0
