"SERIAL #","PEAK_ID","EMPLOYEE_ID","PEAKEVAL_ID","POS","POSUNC","E","EUNC","AREA","AREAUNC","FWHM","FWHMUNC","CREATIONDATE","PEAKEVALPEAK_ID","HEIGHT","HEIGHTUNC","BACKGROUND","EFF","EFFUNC","EFF.CORR.AREA","EFF.CORR.AREA UNC"
1,-1,1,90,291.455582,0.101454,72.927350,0.523409,1611.8,96.6,3.51,0.12,04/10/2021 10:14:11,-1,431.942,23.988,906,0,0,0.0,0.0
2,-1,1,90,299.963606,0.059584,75.053905,0.522422,2958.0,110.6,3.51,0.12,04/10/2021 10:14:11,-1,792.725,28.413,917,0,0,0.0,0.0
3,-1,1,90,308.202831,0.258501,77.113275,0.525630,595.7,83.1,3.51,0.12,04/10/2021 10:14:11,-1,159.640,21.581,931,0,0,0.0,0.0
4,-1,1,90,339.352246,0.121139,84.898977,0.520392,1580.5,113.5,3.82,0.27,04/10/2021 10:14:11,-1,388.355,25.599,997,0,0,0.0,0.0
5,-1,1,90,349.321043,0.352988,87.390648,0.526278,512.2,89.7,3.82,0.27,04/10/2021 10:14:11,-1,125.855,20.911,1011,0,0,0.0,0.0
6,-1,1,90,370.797288,0.300974,92.758571,0.522807,613.2,93.7,3.82,0.27,04/10/2021 10:14:11,-1,150.686,22.146,1041,0,0,0.0,0.0
7,-1,1,90,944.766133,1.257719,236.220362,0.573666,146.6,78.1,4.31,0.24,04/10/2021 10:14:11,-1,31.955,16.863,764,0,0,0.0,0.0
8,-1,1,90,953.781873,0.104349,238.473819,0.480011,1972.8,104.9,4.31,0.24,04/10/2021 10:14:11,-1,430.067,22.467,746,0,0,0.0,0.0
9,-1,1,90,967.056530,0.498309,241.791780,0.494421,366.2,78.1,4.31,0.24,04/10/2021 10:14:11,-1,79.823,16.601,720,0,0,0.0,0.0
10,-1,1,90,1169.361117,0.821520,292.357205,0.509360,136.1,57.2,3.59,0.42,04/10/2021 10:14:11,-1,35.567,14.550,478,0,0,0.0,0.0
11,-1,1,90,1179.961401,0.179263,295.006714,0.467656,672.8,74.2,3.59,0.42,04/10/2021 10:14:11,-1,175.837,18.518,478,0,0,0.0,0.0
13,-1,1,90,1352.972832,0.256283,338.250402,0.459850,481.0,71.8,3.85,0.61,04/10/2021 10:14:11,-1,117.470,16.453,420,0,0,0.0,0.0
14,-1,1,90,1406.985488,0.091539,351.750703,0.452858,1644.0,79.7,4.19,0.22,04/10/2021 10:14:11,-1,368.858,18.400,385,0,0,0.0,0.0
16,-1,1,90,2043.181916,0.043913,510.766092,0.419183,19175.9,179.4,10.99,0.10,04/10/2021 10:14:11,-1,1639.651,16.886,262,0,0,0.0,0.0
17,-1,1,90,2331.703144,0.124224,582.881107,0.407280,1469.6,73.0,5.60,0.29,04/10/2021 10:14:11,-1,246.585,12.463,225,0,0,0.0,0.0
18,-1,1,90,2436.354047,0.083595,609.038286,0.402310,2041.5,73.8,5.07,0.19,04/10/2021 10:14:11,-1,378.269,14.548,224,0,0,0.0,0.0
20,-1,1,90,2645.992295,0.666047,661.436738,0.427475,253.6,65.0,6.02,1.63,04/10/2021 10:14:11,-1,39.582,9.293,220,0,0,0.0,0.0
21,-1,1,90,2907.671983,0.444907,726.842791,0.400669,223.0,52.2,4.16,1.06,04/10/2021 10:14:11,-1,50.343,11.387,224,0,0,0.0,0.0
