"SERIAL #,""PEAK_ID"",""EMPLOYEE_ID"",""PEAKEVAL_ID"",""POS"",""POSUNC"",""E"",""EUNC"",""AREA"",""AREAUNC"",""FWHM"",""FWHMUNC"",""CREATIONDATE"",""PEAKEVALPEAK_ID"",""HEIGHT"",""HEIGHTUNC"",""BACKGROUND"",""EFF"",""EFFUNC"",""EFF.CORR.AREA"",""EFF.CORR.AREA UNC"""
18,-1,1,80,1845.022675,1.135444,461.236784,0.514159,107.2,43.3,4.62,0.83,24/09/2021 11:05:38,-1,21.828,9.367,210,0,0,0.0,0.0
19,-1,1,80,1851.516418,0.396364,462.859876,0.439717,305.5,54.0,4.62,0.83,24/09/2021 11:05:38,-1,62.193,10.751,210,0,0,0.0,0.0
20,-1,1,80,2042.746012,0.105652,510.657139,0.419891,4303.8,110.2,9.97,0.26,24/09/2021 11:05:38,-1,405.386,10.397,192,0,0,0.0,0.0
21,-1,1,80,2316.798754,1.320929,579.155800,0.523865,79.8,38.6,5.02,0.15,24/09/2021 11:05:38,-1,14.937,7.194,159,0,0,0.0,0.0
22,-1,1,80,2331.907728,0.068711,582.932242,0.406449,2294.3,67.9,5.02,0.15,24/09/2021 11:05:38,-1,429.389,14.229,159,0,0,0.0,0.0
23,-1,1,80,2436.262942,0.056158,609.015515,0.402016,3261.9,75.3,5.29,0.12,24/09/2021 11:05:38,-1,578.964,15.148,147,0,0,0.0,0.0
24,-1,1,80,2644.190073,0.428385,660.986278,0.408089,139.6,34.9,3.53,0.79,24/09/2021 11:05:38,-1,37.131,9.068,134,0,0,0.0,0.0
25,-1,1,80,2660.498878,0.487278,665.062615,0.411632,122.7,33.9,3.53,0.79,24/09/2021 11:05:38,-1,32.637,8.682,132,0,0,0.0,0.0
26,-1,1,80,2908.316479,0.218300,727.003881,0.388756,689.5,54.1,6.28,0.52,24/09/2021 11:05:38,-1,103.124,8.095,116,0,0,0.0,0.0
27,-1,1,80,3072.539855,0.319829,768.051021,0.388447,367.3,46.8,5.59,0.74,24/09/2021 11:05:38,-1,61.747,7.617,114,0,0,0.0,0.0
28,-1,1,80,3088.450358,0.897053,772.027803,0.440960,121.6,36.9,5.59,0.74,24/09/2021 11:05:38,-1,20.439,5.943,112,0,0,0.0,0.0
29,-1,1,80,3142.259878,0.468199,785.477331,0.395972,156.0,37.8,4.26,1.12,24/09/2021 11:05:38,-1,34.427,8.180,110,0,0,0.0,0.0
30,-1,1,80,3179.056363,0.207364,794.674502,0.380896,316.4,37.6,3.79,0.50,24/09/2021 11:05:38,-1,78.416,9.739,108,0,0,0.0,0.0
31,-1,1,80,3442.159663,0.288043,860.436383,0.378517,366.1,43.7,5.35,0.68,24/09/2021 11:05:38,-1,64.302,7.646,101,0,0,0.0,0.0
32,-1,1,80,3644.113916,0.083170,910.914243,0.368895,2254.5,64.1,6.40,0.18,24/09/2021 11:05:38,-1,330.917,10.610,93,0,0,0.0,0.0
33,-1,1,80,3736.032794,0.372938,933.889090,0.378785,365.2,46.2,6.70,0.90,24/09/2021 11:05:38,-1,51.213,6.264,85,0,0,0.0,0.0
34,-1,1,80,3799.589335,0.654438,949.774857,0.401299,163.3,41.2,5.86,1.60,24/09/2021 11:05:38,-1,26.184,6.183,86,0,0,0.0,0.0
35,-1,1,80,3857.888642,0.305862,964.346594,0.373805,444.1,41.0,6.52,0.24,24/09/2021 11:05:38,-1,64.022,5.697,86,0,0,0.0,0.0
36,-1,1,80,3875.020447,0.112879,968.628637,0.366847,1486.0,56.8,6.52,0.24,24/09/2021 11:05:38,-1,214.224,8.730,84,0,0,0.0,0.0
39,-1,1,80,4480.860166,0.119698,1120.056457,0.366647,1253.2,48.4,6.34,0.11,24/09/2021 11:05:38,-1,185.637,7.167,74,0,0,0.0,0.0
40,-1,1,80,4952.380656,0.256617,1237.911589,0.377001,577.9,46.9,7.05,0.61,24/09/2021 11:05:38,-1,76.992,6.327,74,0,0,0.0,0.0
41,-1,1,80,5121.860227,0.638182,1280.272500,0.407516,148.7,34.6,6.04,1.49,24/09/2021 11:05:38,-1,23.132,5.204,54,0,0,0.0,0.0
43,-1,1,80,5510.735970,0.241050,1377.470825,0.390180,416.8,34.1,6.36,0.54,24/09/2021 11:05:38,-1,61.556,5.362,33,0,0,0.0,0.0
44,-1,1,80,5542.242306,0.831547,1385.345739,0.438837,93.5,23.7,6.36,0.54,24/09/2021 11:05:38,-1,13.808,3.457,32,0,0,0.0,0.0
45,-1,1,80,5606.430802,0.917245,1401.389461,0.451180,112.3,26.8,7.39,0.96,24/09/2021 11:05:38,-1,14.275,3.211,32,0,0,0.0,0.0
46,-1,1,80,5631.540062,0.448387,1407.665446,0.405238,242.1,32.2,7.39,0.96,24/09/2021 11:05:38,-1,30.764,4.106,32,0,0,0.0,0.0
47,-1,1,80,5843.716170,0.090189,1460.698227,0.397702,23136.2,161.6,7.04,0.09,24/09/2021 11:05:38,-1,2260.193,114.480,28,0,0,0.0,0.0
48,-1,1,80,5985.124264,0.842226,1496.042756,0.454349,90.4,20.7,7.20,0.89,24/09/2021 11:05:38,-1,11.794,2.659,18,0,0,0.0,0.0
49,-1,1,80,6036.791723,0.419809,1508.956882,0.418150,207.0,25.6,7.20,0.89,24/09/2021 11:05:38,-1,27.000,3.515,18,0,0,0.0,0.0
53,-1,1,80,6352.865009,0.284089,1587.958452,0.424828,376.7,29.4,7.54,0.47,24/09/2021 11:05:38,-1,46.968,3.714,18,0,0,0.0,0.0
54,-1,1,80,6371.203288,0.299478,1592.542050,0.426344,324.9,27.7,7.54,0.47,24/09/2021 11:05:38,-1,40.506,3.572,17,0,0,0.0,0.0
55,-1,1,80,6483.095216,0.432868,1620.509101,0.438698,191.4,23.1,7.39,0.72,24/09/2021 11:05:38,-1,24.317,2.954,13,0,0,0.0,0.0
56,-1,1,80,6522.348068,0.465777,1630.320234,0.442681,173.0,22.3,7.39,0.72,24/09/2021 11:05:38,-1,21.981,2.855,13,0,0,0.0,0.0
57,-1,1,80,6644.836514,0.585334,1660.935854,0.457371,137.6,22.8,7.80,1.37,24/09/2021 11:05:38,-1,16.563,2.877,12,0,0,0.0,0.0
58,-1,1,80,6918.903063,0.314526,1729.437965,0.454951,341.2,27.8,8.46,0.70,24/09/2021 11:05:38,-1,37.870,3.420,11,0,0,0.0,0.0
59,-1,1,80,7058.507393,0.101508,1764.331649,0.456733,1741.3,46.4,8.33,0.20,24/09/2021 11:05:38,-1,196.350,6.286,11,0,0,0.0,0.0
60,-1,1,80,7389.887248,0.329381,1847.159050,0.482880,197.0,21.7,6.43,0.73,24/09/2021 11:05:38,-1,28.788,3.557,10,0,0,0.0,0.0
