"SERIAL #","PEAK_ID","EMPLOYEE_ID","PEAKEVAL_ID","POS","POSUNC","E","EUNC","AREA","AREAUNC","FWHM","FWHMUNC","CREATIONDATE","PEAKEVALPEAK_ID","HEIGHT","HEIGHTUNC","BACKGROUND","EFF","EFFUNC","EFF.CORR.AREA","EFF.CORR.AREA UNC"
1,-1,1,130,186.921678,0.287492,46.799414,0.534877,161.8,52.1,1.91,0.63,18/10/2021 09:14:05,-1,79.708,24.076,511,0,0,0.0,0.0
3,-1,1,130,266.814131,1.208936,66.768293,0.605308,1481.2,529.1,3.67,1.52,18/10/2021 09:14:05,-1,118.535,146.427,1174,0,0,0.0,0.0
4,-1,1,130,291.508720,0.076013,72.940632,0.523136,2977.0,115.8,3.73,0.09,18/10/2021 09:14:05,-1,750.634,28.613,1394,0,0,0.0,0.0
5,-1,1,130,299.748206,0.048168,75.000066,0.522363,5295.2,154.8,3.73,0.09,18/10/2021 09:14:05,-1,1335.170,36.642,1542,0,0,0.0,0.0
6,-1,1,130,338.925235,0.097007,84.792247,0.520105,1982.1,112.0,3.26,0.01,18/10/2021 09:14:05,-1,570.956,32.170,1578,0,0,0.0,0.0
7,-1,1,130,352.328080,0.003630,88.142248,0.518625,178582.8,441.5,3.26,0.01,18/10/2021 09:14:05,-1,51442.000,155.653,1005,0,0,0.0,0.0
8,-1,1,130,370.322501,0.188561,92.639900,0.519540,640.1,69.3,3.26,0.01,18/10/2021 09:14:05,-1,184.381,19.941,641,0,0,0.0,0.0
9,-1,1,130,742.969856,0.261646,185.781988,0.496995,357.8,66.1,3.15,0.64,18/10/2021 09:14:05,-1,106.713,19.143,467,0,0,0.0,0.0
10,-1,1,130,954.035588,0.080182,238.537235,0.479704,1566.5,72.7,3.78,0.18,18/10/2021 09:14:05,-1,389.586,18.433,336,0,0,0.0,0.0
11,-1,1,130,967.403895,0.325077,241.878603,0.485304,322.5,51.9,3.78,0.18,18/10/2021 09:14:05,-1,80.211,12.569,326,0,0,0.0,0.0
12,-1,1,130,1168.880415,1.502152,292.237055,0.598565,54.9,40.0,3.75,0.33,18/10/2021 09:14:05,-1,13.745,9.920,233,0,0,0.0,0.0
13,-1,1,130,1180.567637,0.144822,295.158241,0.466874,656.4,54.5,3.75,0.33,18/10/2021 09:14:05,-1,164.466,13.905,230,0,0,0.0,0.0
14,-1,1,130,1200.000059,0.704884,300.015316,0.496614,113.1,40.8,3.75,0.33,18/10/2021 09:14:05,-1,28.348,10.087,224,0,0,0.0,0.0
15,-1,1,130,1233.571037,0.483093,308.406282,0.477831,104.2,39.3,2.72,0.99,18/10/2021 09:14:05,-1,36.001,12.838,214,0,0,0.0,0.0
16,-1,1,130,1245.173320,0.722567,311.306237,0.495710,66.6,35.8,2.72,0.99,18/10/2021 09:14:05,-1,22.998,11.781,208,0,0,0.0,0.0
17,-1,1,130,1352.773301,0.259216,338.200530,0.459964,370.2,51.3,4.18,0.61,18/10/2021 09:14:05,-1,83.139,11.091,186,0,0,0.0,0.0
18,-1,1,130,1407.348640,0.091488,351.841472,0.452837,1410.9,61.8,4.61,0.21,18/10/2021 09:14:05,-1,287.355,13.278,170,0,0,0.0,0.0
19,-1,1,130,1510.690548,0.388522,377.671472,0.456900,123.1,33.8,2.90,0.67,18/10/2021 09:14:05,-1,39.863,10.097,147,0,0,0.0,0.0
20,-1,1,130,1519.087287,0.407196,379.770212,0.457462,116.2,33.3,2.90,0.67,18/10/2021 09:14:05,-1,37.615,10.037,147,0,0,0.0,0.0
21,-1,1,130,1531.036771,0.896400,382.756949,0.498522,51.4,29.2,2.90,0.67,18/10/2021 09:14:05,-1,16.644,9.004,147,0,0,0.0,0.0
22,-1,1,130,1728.672057,0.518246,432.155296,0.453608,88.1,32.9,3.03,1.22,18/10/2021 09:14:05,-1,27.335,9.920,124,0,0,0.0,0.0
24,-1,1,130,2043.156792,0.142069,510.759812,0.420542,2233.6,79.7,9.64,0.34,18/10/2021 09:14:05,-1,217.589,7.746,104,0,0,0.0,0.0
25,-1,1,130,2332.410835,0.091460,583.057993,0.406707,1298.9,51.3,5.09,0.21,18/10/2021 09:14:05,-1,239.959,10.635,86,0,0,0.0,0.0
26,-1,1,130,2437.005684,0.076601,609.201161,0.402197,1802.4,55.7,5.40,0.17,18/10/2021 09:14:05,-1,313.286,11.103,78,0,0,0.0,0.0
27,-1,1,130,2909.003109,0.282414,727.175502,0.391307,325.4,37.8,5.35,0.66,18/10/2021 09:14:05,-1,57.145,6.538,63,0,0,0.0,0.0
28,-1,1,130,3074.617994,0.444896,768.570445,0.396009,155.1,32.1,4.60,0.94,18/10/2021 09:14:05,-1,31.678,6.160,60,0,0,0.0,0.0
29,-1,1,130,3089.791129,0.838084,772.362925,0.433619,74.5,26.7,4.60,0.94,18/10/2021 09:14:05,-1,15.226,5.281,59,0,0,0.0,0.0
30,-1,1,130,3179.769161,0.403521,794.852664,0.390583,203.7,34.4,5.30,0.96,18/10/2021 09:14:05,-1,36.134,6.054,56,0,0,0.0,0.0
31,-1,1,130,3442.158503,0.509141,860.436093,0.392793,168.5,34.1,5.61,1.20,18/10/2021 09:14:05,-1,28.219,5.513,52,0,0,0.0,0.0
32,-1,1,130,3616.871847,1.307752,904.105169,0.492727,68.7,26.5,6.30,0.24,18/10/2021 09:14:05,-1,10.244,3.917,48,0,0,0.0,0.0
33,-1,1,130,3645.107795,0.106633,911.162660,0.369258,1284.8,47.2,6.30,0.24,18/10/2021 09:14:05,-1,191.665,8.050,48,0,0,0.0,0.0
34,-1,1,130,3737.099061,0.478207,934.155601,0.386091,104.0,26.4,4.05,1.10,18/10/2021 09:14:05,-1,24.153,6.182,48,0,0,0.0,0.0
35,-1,1,130,3859.686325,0.380322,964.795919,0.378036,247.1,29.5,6.06,0.31,18/10/2021 09:14:05,-1,38.315,4.468,45,0,0,0.0,0.0
36,-1,1,130,3876.142161,0.142790,968.909006,0.367488,798.0,41.0,6.06,0.31,18/10/2021 09:14:05,-1,123.715,6.839,44,0,0,0.0,0.0
37,-1,1,130,4006.010677,0.810048,1001.369252,0.417312,58.1,24.5,4.17,1.90,18/10/2021 09:14:05,-1,13.113,5.518,43,0,0,0.0,0.0
39,-1,1,130,4481.661388,0.196139,1120.256721,0.368703,743.0,42.7,7.53,0.45,18/10/2021 09:14:05,-1,92.704,5.573,39,0,0,0.0,0.0
40,-1,1,130,4623.355501,0.953665,1155.672739,0.437351,92.8,31.0,6.35,2.22,18/10/2021 09:14:05,-1,13.745,4.296,40,0,0,0.0,0.0
41,-1,1,130,4953.360004,0.465206,1238.156375,0.389293,294.2,38.3,8.05,1.09,18/10/2021 09:14:05,-1,34.325,4.390,40,0,0,0.0,0.0
43,-1,1,130,5127.378042,1.150931,1281.651661,0.472731,88.1,29.4,7.73,2.76,18/10/2021 09:14:05,-1,10.701,3.380,28,0,0,0.0,0.0
44,-1,1,130,5511.576903,0.388872,1377.681014,0.397590,198.1,25.8,6.50,0.89,18/10/2021 09:14:05,-1,28.634,3.929,19,0,0,0.0,0.0
45,-1,1,130,5845.178143,0.094642,1461.063643,0.397822,12949.6,123.8,7.11,0.11,18/10/2021 09:14:05,-1,1289.906,57.782,12,0,0,0.0,0.0
46,-1,1,130,5985.178226,0.982082,1496.056244,0.471566,58.9,17.9,7.04,2.20,18/10/2021 09:14:05,-1,7.861,2.275,8,0,0,0.0,0.0
47,-1,1,130,6038.076271,0.595597,1509.277951,0.431328,127.3,21.2,7.93,1.39,18/10/2021 09:14:05,-1,15.086,2.635,9,0,0,0.0,0.0
48,-1,1,130,6354.419028,0.453246,1588.346874,0.433973,209.2,22.8,8.74,0.72,18/10/2021 09:14:05,-1,22.490,2.470,8,0,0,0.0,0.0
49,-1,1,130,6373.357622,0.486097,1593.080519,0.437052,185.0,21.5,8.74,0.72,18/10/2021 09:14:05,-1,19.895,2.333,8,0,0,0.0,0.0
50,-1,1,130,6484.488296,0.545063,1620.857298,0.446508,100.1,16.8,6.91,0.93,18/10/2021 09:14:05,-1,13.600,2.399,7,0,0,0.0,0.0
51,-1,1,130,6524.175302,0.596711,1630.776946,0.452477,97.4,16.9,6.91,0.93,18/10/2021 09:14:05,-1,13.235,2.300,7,0,0,0.0,0.0
52,-1,1,130,6646.829840,0.732910,1661.434080,0.470565,43.7,13.3,5.18,1.68,18/10/2021 09:14:05,-1,7.921,2.592,6,0,0,0.0,0.0
53,-1,1,130,6920.168955,0.547399,1729.754371,0.468597,178.9,21.8,9.79,1.21,18/10/2021 09:14:05,-1,17.170,2.196,5,0,0,0.0,0.0
54,-1,1,130,7060.083179,0.151268,1764.725512,0.457683,908.9,34.9,8.61,0.30,18/10/2021 09:14:05,-1,99.199,4.520,6,0,0,0.0,0.0
55,-1,1,130,7392.885250,0.728875,1847.908391,0.509667,130.2,20.9,10.08,1.67,18/10/2021 09:14:05,-1,12.129,1.978,6,0,0,0.0,0.0
