"SERIAL #","PEAK_ID","EMPLOYEE_ID","PEAKEVAL_ID","POS","POSUNC","E","EUNC","AREA","AREAUNC","FWHM","FWHMUNC","CREATIONDATE","PEAKEVALPEAK_ID","HEIGHT","HEIGHTUNC","BACKGROUND","EFF","EFFUNC","EFF.CORR.AREA","EFF.CORR.AREA UNC"
1,-1,1,115,209.473076,0.628712,52.436068,0.551330,2524.2,860.1,3.59,1.53,07/10/2021 10:06:57,-1,124.211,169.966,942,0,0,0.0,0.0
2,-1,1,115,214.581870,0.508993,53.712996,0.543213,3862.0,1286.3,3.59,1.53,07/10/2021 10:06:57,-1,190.040,259.463,1024,0,0,0.0,0.0
3,-1,1,115,220.000000,0.537296,55.067242,0.544549,3534.9,1008.5,3.59,1.53,07/10/2021 10:06:57,-1,173.944,226.028,1110,0,0,0.0,0.0
4,-1,1,115,238.415372,0.048043,59.670109,0.526590,176104.5,450.0,3.13,0.02,07/10/2021 10:06:57,-1,51225.000,6808.968,650,0,0,0.0,0.0
5,-1,1,115,299.392109,0.209894,74.911061,0.524877,231.8,33.5,3.23,0.48,07/10/2021 10:06:57,-1,67.342,9.150,86,0,0,0.0,0.0
6,-1,1,115,307.448216,0.805332,76.924661,0.559182,52.8,25.5,3.23,0.48,07/10/2021 10:06:57,-1,15.333,7.177,85,0,0,0.0,0.0
7,-1,1,115,338.295767,0.371705,84.634914,0.527824,124.4,31.4,3.25,0.85,07/10/2021 10:06:57,-1,35.960,8.455,91,0,0,0.0,0.0
8,-1,1,115,358.281916,1.165621,89.630392,0.594501,38.5,25.9,3.25,0.85,07/10/2021 10:06:57,-1,11.112,7.273,98,0,0,0.0,0.0
9,-1,1,115,396.120807,0.302040,99.088109,0.521142,162.3,30.3,3.28,0.47,07/10/2021 10:06:57,-1,46.438,8.222,98,0,0,0.0,0.0
10,-1,1,115,411.762812,0.249020,102.997781,0.518335,196.0,31.6,3.28,0.47,07/10/2021 10:06:57,-1,56.063,8.859,98,0,0,0.0,0.0
11,-1,1,115,695.311764,0.500976,173.869991,0.511329,47.7,22.3,2.34,1.15,07/10/2021 10:06:57,-1,19.180,9.115,70,0,0,0.0,0.0
12,-1,1,115,954.006819,0.191006,238.530044,0.481659,171.8,24.7,2.86,0.45,07/10/2021 10:06:57,-1,56.416,8.532,49,0,0,0.0,0.0
13,-1,1,115,1407.137439,0.280758,351.788683,0.457683,188.0,24.8,4.62,0.61,07/10/2021 10:06:57,-1,38.205,5.066,23,0,0,0.0,0.0
14,-1,1,115,2042.236991,0.394985,510.529911,0.430555,337.6,32.6,9.77,0.94,07/10/2021 10:06:57,-1,32.455,3.119,14,0,0,0.0,0.0
15,-1,1,115,2331.742927,0.308501,582.891051,0.413349,190.1,21.9,5.97,0.72,07/10/2021 10:06:57,-1,29.908,3.826,11,0,0,0.0,0.0
16,-1,1,115,2436.258339,0.190611,609.014365,0.404586,235.6,21.5,4.53,0.42,07/10/2021 10:06:57,-1,48.849,5.099,11,0,0,0.0,0.0
17,-1,1,115,2908.891865,0.547713,727.147697,0.408512,56.4,14.5,4.66,1.29,07/10/2021 10:06:57,-1,11.384,3.127,8,0,0,0.0,0.0
18,-1,1,115,3644.271030,0.289080,910.953513,0.375327,176.5,19.1,5.82,0.64,07/10/2021 10:06:57,-1,28.468,3.503,6,0,0,0.0,0.0
19,-1,1,115,3875.022406,0.437521,968.629127,0.381758,110.9,17.1,6.19,1.00,07/10/2021 10:06:57,-1,16.811,2.850,6,0,0,0.0,0.0
20,-1,1,115,4480.295389,0.475576,1119.915293,0.384268,138.5,18.3,8.03,1.12,07/10/2021 10:06:57,-1,16.215,2.392,4,0,0,0.0,0.0
21,-1,1,115,4952.359927,0.477297,1237.906408,0.390189,59.4,12.6,4.80,1.07,07/10/2021 10:06:57,-1,11.629,2.742,4,0,0,0.0,0.0
22,-1,1,115,5511.040892,0.500584,1377.547039,0.405306,46.1,10.4,4.77,1.12,07/10/2021 10:06:57,-1,9.089,2.345,2,0,0,0.0,0.0
23,-1,1,115,5605.745614,0.689729,1401.218201,0.425093,25.6,7.9,4.80,1.43,07/10/2021 10:06:57,-1,5.000,1.597,2,0,0,0.0,0.0
24,-1,1,115,5843.741863,0.236171,1460.704649,0.401427,1842.4,45.0,6.55,0.27,07/10/2021 10:06:57,-1,183.330,21.290,1,0,0,0.0,0.0
25,-1,1,115,6645.280644,0.752644,1661.046863,0.472433,34.4,8.5,6.47,1.67,07/10/2021 10:06:57,-1,5.000,1.336,0,0,0,0.0,0.0
26,-1,1,115,7057.551290,0.432283,1764.092674,0.468599,127.4,14.3,8.34,0.86,07/10/2021 10:06:57,-1,14.355,1.909,0,0,0,0.0,0.0
27,-1,1,115,7391.761287,0.608059,1847.627460,0.499604,28.9,6.8,5.43,1.36,07/10/2021 10:06:57,-1,5.000,1.297,0,0,0,0.0,0.0
