"SERIAL #,""PEAK_ID"",""EMPLOYEE_ID"",""PEAKEVAL_ID"",""POS"",""POSUNC"",""E"",""EUNC"",""AREA"",""AREAUNC"",""FWHM"",""FWHMUNC"",""CREATIONDATE"",""PEAKEVALPEAK_ID"",""HEIGHT"",""HEIGHTUNC"",""BACKGROUND"",""EFF"",""EFFUNC"",""EFF.CORR.AREA"",""EFF.CORR.AREA UNC"""
11,-1,1,84,1407.000880,0.105167,351.754551,0.453042,879.1,47.8,4.24,0.24,28/09/2021 18:03:05,-1,194.950,11.352,112,0,0,0.0,0.0
12,-1,1,84,1423.741223,1.187179,355.938749,0.540137,57.7,30.1,4.24,0.24,28/09/2021 18:03:05,-1,12.792,6.626,108,0,0,0.0,0.0
14,-1,1,84,1840.435146,1.607050,460.090145,0.587674,46.3,30.9,4.87,1.33,28/09/2021 18:03:05,-1,8.921,5.647,77,0,0,0.0,0.0
15,-1,1,84,1850.308715,0.583724,462.558014,0.452631,137.3,39.8,4.87,1.33,28/09/2021 18:03:05,-1,26.479,6.509,76,0,0,0.0,0.0
16,-1,1,84,2042.765617,0.162352,510.662039,0.421019,1942.8,73.2,10.69,0.40,28/09/2021 18:03:05,-1,170.702,6.358,69,0,0,0.0,0.0
17,-1,1,84,2331.824396,0.127235,582.911414,0.407333,775.2,41.4,5.23,0.29,28/09/2021 18:03:05,-1,139.186,8.161,56,0,0,0.0,0.0
18,-1,1,84,2436.380653,0.095032,609.044937,0.402468,1146.5,45.5,5.27,0.22,28/09/2021 18:03:05,-1,204.257,9.272,55,0,0,0.0,0.0
19,-1,1,84,2645.000000,0.899877,661.188717,0.453474,97.0,32.5,5.87,1.74,28/09/2021 18:03:05,-1,15.515,4.562,50,0,0,0.0,0.0
20,-1,1,84,2660.634026,1.113719,665.096395,0.481761,73.7,30.1,5.87,1.74,28/09/2021 18:03:05,-1,11.786,4.437,50,0,0,0.0,0.0
21,-1,1,84,2908.320897,0.311254,727.004985,0.392692,248.5,32.1,5.31,0.72,28/09/2021 18:03:05,-1,43.992,5.838,43,0,0,0.0,0.0
22,-1,1,84,3072.689137,0.696526,768.088333,0.418098,151.5,35.4,6.89,1.71,28/09/2021 18:03:05,-1,20.640,4.616,45,0,0,0.0,0.0
23,-1,1,84,3179.335155,0.613248,794.744186,0.407290,79.0,24.9,4.20,1.41,28/09/2021 18:03:05,-1,17.693,5.457,41,0,0,0.0,0.0
24,-1,1,84,3441.472407,0.592799,860.264605,0.400069,174.8,34.0,6.88,1.38,28/09/2021 18:03:05,-1,23.860,4.373,39,0,0,0.0,0.0
25,-1,1,84,3643.984319,0.133702,910.881850,0.369823,806.5,39.5,5.91,0.30,28/09/2021 18:03:05,-1,128.274,6.982,37,0,0,0.0,0.0
26,-1,1,84,3858.307695,0.489726,964.451335,0.385832,179.9,26.7,6.56,0.44,28/09/2021 18:03:05,-1,25.753,3.714,31,0,0,0.0,0.0
27,-1,1,84,3875.210881,0.212036,968.676236,0.369578,504.4,35.4,6.56,0.44,28/09/2021 18:03:05,-1,72.202,5.195,30,0,0,0.0,0.0
29,-1,1,84,4004.986391,0.719661,1001.113235,0.406835,53.7,20.2,4.16,1.69,28/09/2021 18:03:05,-1,12.127,4.755,28,0,0,0.0,0.0
31,-1,1,84,4480.558611,0.215406,1119.981085,0.369367,442.2,30.1,6.37,0.10,28/09/2021 18:03:05,-1,65.208,4.418,27,0,0,0.0,0.0
32,-1,1,84,4621.359528,1.075919,1155.173852,0.454710,76.8,26.8,6.93,2.51,28/09/2021 18:03:05,-1,10.414,3.398,25,0,0,0.0,0.0
33,-1,1,84,4951.962055,0.413520,1237.806961,0.385607,148.1,24.8,5.34,0.94,28/09/2021 18:03:05,-1,26.036,4.491,25,0,0,0.0,0.0
34,-1,1,84,5124.945055,0.754370,1281.043543,0.419797,51.3,18.1,4.62,1.75,28/09/2021 18:03:05,-1,10.434,3.810,18,0,0,0.0,0.0
35,-1,1,84,5510.374977,0.425069,1377.380596,0.399862,90.0,17.5,4.77,1.04,28/09/2021 18:03:05,-1,17.739,3.888,13,0,0,0.0,0.0
36,-1,1,84,5632.063055,1.135296,1407.796166,0.481864,72.9,22.1,8.52,2.66,28/09/2021 18:03:05,-1,8.042,2.298,11,0,0,0.0,0.0
37,-1,1,84,5843.728123,0.152862,1460.701215,0.398897,8587.9,97.6,7.03,0.15,28/09/2021 18:03:05,-1,848.097,76.315,8,0,0,0.0,0.0
40,-1,1,84,6037.868496,0.728033,1509.226018,0.443834,105.5,18.1,9.20,1.59,28/09/2021 18:03:05,-1,10.782,1.889,4,0,0,0.0,0.0
43,-1,1,84,6352.715242,0.587197,1587.921018,0.443815,128.9,18.4,8.93,1.03,28/09/2021 18:03:05,-1,13.555,2.004,5,0,0,0.0,0.0
44,-1,1,84,6372.212706,0.688527,1592.794351,0.453678,107.7,17.4,8.93,1.03,28/09/2021 18:03:05,-1,11.324,1.828,5,0,0,0.0,0.0
46,-1,1,84,6521.115845,0.705666,1630.012244,0.462028,73.0,14.8,7.21,1.50,28/09/2021 18:03:05,-1,9.506,2.048,4,0,0,0.0,0.0
48,-1,1,84,6645.158539,1.271052,1661.016343,0.537335,44.9,15.0,8.44,2.92,28/09/2021 18:03:05,-1,5.000,1.620,4,0,0,0.0,0.0
49,-1,1,84,6918.497682,0.587080,1729.336642,0.471499,121.5,17.6,8.94,1.32,28/09/2021 18:03:05,-1,12.769,2.028,4,0,0,0.0,0.0
50,-1,1,84,7058.540167,0.165511,1764.339841,0.457902,598.7,28.3,7.75,0.34,28/09/2021 18:03:05,-1,72.587,4.247,3,0,0,0.0,0.0
51,-1,1,84,7391.075200,0.711002,1847.455975,0.507983,66.1,13.6,7.41,1.54,28/09/2021 18:03:05,-1,8.387,1.899,3,0,0,0.0,0.0
